Gene_Name	UniProtKB_ID	Ensembl_Protein_ID	A0218_6A	A0218_6B	A0218_4B	A0218_4A	A0218_8B	A0218_2A	A0218_2B	A0218_1A_WHIM16	A0218_8A	Adult_Colon_bRP_Elite_50	Adult_Rectum_bRP_Elite_84	Adult_Colon_Gel_Elite_51	A0218_1B	A0218_5A	A0218_5B	A0218_7B	A0218_7A	Adult_Rectum_Gel_Elite_63	A0218_3B	A0218_3A	A0232_6	A0232_4	A0232_5	A0232_2	A0232_3	A0218_9B	A0232_1	A0218_9A	A0218_10A	A0218_10B	
SYNRG	Q9UMZ2,A0A087WZF6,A0A087WW94,A0A087WZS7	ENSP00000480288,ENSP00000482597,ENSP00000487672,ENSP00000488473,ENSP00000483152,ENSP00000478707,ENSP00000488863,ENSP00000488089,ENSP00000483453,ENSP00000484529,ENSP00000482962,ENSP00000481151,ENSP00000477885,ENSP00000483063,ENSP00000482858,ENSP00000480047,ENSP00000482631,ENSP00000005279,ENSP00000315722,ENSP00000424893,ENSP00000377903,ENSP00000343610,ENSP00000377904	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	
AK6	Q9Y3D8,A0A087WY94,A0A087WVD7,D6RDH4	ENSP00000370201,ENSP00000481620,ENSP00000370197,ENSP00000420947,ENSP00000479366,ENSP00000477750,ENSP00000477611,ENSP00000481041,ENSP00000483457,ENSP00000482215,ENSP00000480119,ENSP00000478838,ENSP00000478935	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
ENSG00000175582	-	ENSP00000383318	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
ERO1A	Q96HE7,G3V3E6,G3V5B3,G3V2H0,G3V503	ENSP00000379042,ENSP00000451204,ENSP00000452020,ENSP00000450655,ENSP00000452269,ENSP00000452093,ENSP00000487101	13	0	1	18	1	19	0	10	16	11	5	11	1	13	2	1	18	6	1	12	22	17	18	16	14	1	16	18	13	0	
ZG16B	Q96DA0,I3L3X0,A0A0C4DGN4,I3L1H9	ENSP00000371715,ENSP00000460793,ENSP00000458847,ENSP00000461740,ENSP00000489035,ENSP00000488971,ENSP00000489599,ENSP00000489251	0	17	14	0	14	0	17	0	0	1	1	0	13	0	18	14	0	0	11	0	12	17	15	17	19	12	15	0	0	14	
PANK1	Q8TE04	ENSP00000318526,ENSP00000345118,ENSP00000302108,ENSP00000360840,ENSP00000360839	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSP00000469792	-	-	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PANK3	Q9H999,E5RHA5	ENSP00000239231,ENSP00000428631	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PANK2	Q9BZ23,V9GYZ0,V9GYH1	ENSP00000417609,ENSP00000476745,ENSP00000313377,ENSP00000477229,ENSP00000477429,ENSP00000481523,ENSP00000382467	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
PANK4	Q9NVE7,H0YA02,H0YA31,H0YA26,H0Y9E4,D6RJF3,A0A0G2JR38,E9PHT6,A0A0G2JQS7	ENSP00000367727,ENSP00000421433,ENSP00000425932,ENSP00000423920,ENSP00000425977,ENSP00000425668,ENSP00000425674,ENSP00000478189,ENSP00000486414,ENSP00000486638,ENSP00000486272,ENSP00000487332,ENSP00000487314,ENSP00000486126	2	0	1	5	0	2	0	2	2	20	13	13	0	1	1	0	3	5	1	3	2	3	2	1	1	0	1	1	1	0	
ENSG00000168818	-	ENSP00000427543,ENSP00000425483	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	
KIF2A	O00139,H0Y8H2,D6R9M0,D6RD93	ENSP00000385622,ENSP00000370493,ENSP00000423542,ENSP00000385000,ENSP00000425411,ENSP00000423772,ENSP00000421041	0	2	1	0	3	1	5	1	1	2	3	0	3	0	0	2	0	0	1	1	5	7	6	3	4	2	2	1	1	0	
ENSP00000471963	-	-	0	0	0	0	0	0	0	0	0	6	18	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
KCNMA1	Q12791,J3KQ16,Q5SVJ9,Q5SVJ8,Q5SVK0,Q5SVK5,A0A0A0MSE6,H0Y382,H0Y379,A0A0A0MRC3,Q5SVJ7,A0A0A0MRR0,S4R2X4,H0Y5Z6,A0A087WZL8,H0Y606,H0Y406,S4R453	ENSP00000473714,ENSP00000361514,ENSP00000361485,ENSP00000361498,ENSP00000396608,ENSP00000385717,ENSP00000361517,ENSP00000361520,ENSP00000361480,ENSP00000402150,ENSP00000286628,ENSP00000286627,ENSP00000485867,ENSP00000388370,ENSP00000402254,ENSP00000475086,ENSP00000474686,ENSP00000482747,ENSP00000385806,ENSP00000385552,ENSP00000346321,ENSP00000403192	0	0	0	0	0	0	0	1	0	12	9	4	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	
RP1-130H16.18	-	ENSP00000331267,ENSP00000415854,ENSP00000401535,ENSP00000400319,ENSP00000406516	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	
CBLN1	P23435,H3BQD0	ENSP00000219197,ENSP00000455718,ENSP00000444651	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
AXL	P30530,M0R0W6	ENSP00000301178,ENSP00000351995,ENSP00000471497	1	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
KIF2B	Q8N4N8	ENSP00000268919,ENSP00000390604	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
ENSP00000469531	-	-	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCYOX1L	Q8NBM8,E7EVZ5,D6R9J0	ENSP00000274569,ENSP00000422063,ENSP00000426091,ENSP00000427166,ENSP00000428512	0	0	0	1	0	0	0	1	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
ENSP00000470385	-	-	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
HEATR5A	Q86XA9,F5H619,F8VQQ6,H0YHS5,H0YIW3,H0YHE0,H7C5W6	ENSP00000437968,ENSP00000439979,ENSP00000450296,ENSP00000446884,ENSP00000447708,ENSP00000371903,ENSP00000450262,ENSP00000374611,ENSP00000405407,ENSP00000408681,ENSP00000384646	2	2	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	2	1	1	1	0	2	0	0	0	
HEATR5B	Q9P2D3,H7C2X3	ENSP00000408222,ENSP00000233099,ENSP00000346531,ENSP00000389819	0	1	1	1	3	1	1	1	0	0	1	0	0	0	2	0	1	0	0	0	1	3	1	0	1	0	4	0	1	0	
ENSP00000463482	-	-	0	0	0	0	0	0	0	0	0	45	54	35	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	
ENSP00000470388	-	-	0	0	0	0	0	0	0	0	0	45	41	31	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	
NFASC	O94856,D6RBU5,X6RKN2,D6RHX4,H7BY57,H7C0L6,H7C073,A0A0C4DG92	ENSP00000384875,ENSP00000385676,ENSP00000385637,ENSP00000427586,ENSP00000384061,ENSP00000425908,ENSP00000422524,ENSP00000415031,ENSP00000356141,ENSP00000395664,ENSP00000393290,ENSP00000416891,ENSP00000344786,ENSP00000438614,ENSP00000353154,ENSP00000412161,ENSP00000356140,ENSP00000356139,ENSP00000356138,ENSP00000342128,ENSP00000343509,ENSP00000295776,ENSP00000356137	0	1	3	0	0	0	0	0	0	3	1	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	
RAP1GDS1	P52306,D6RHH8,U3KQJ4,D6RBC6,D6REZ0,D6RB97,D6RC12,D6RHZ7,D6RC85,H0Y8M2	ENSP00000425992,ENSP00000422348,ENSP00000369503,ENSP00000422426,ENSP00000264572,ENSP00000426096,ENSP00000386153,ENSP00000424324,ENSP00000407157,ENSP00000424250,ENSP00000421599,ENSP00000386223,ENSP00000340454,ENSP00000421482,ENSP00000475933,ENSP00000424239,ENSP00000424824,ENSP00000426867	9	23	25	16	24	11	20	13	13	11	8	9	17	8	16	18	10	10	15	8	30	31	26	31	28	25	32	12	6	14	
SAMD15	Q9P1V8,G3V2Z3	ENSP00000450941,ENSP00000216471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
ENSG00000277871	-	ENSP00000482088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
PLXNC1	O60486,B4DHQ7,F8VUW4,F5H3A2,F8W1K6,F8W095	ENSP00000258526,ENSP00000447843,ENSP00000446781,ENSP00000447625,ENSP00000446720,ENSP00000439225	0	1	0	0	0	2	4	1	1	0	0	0	1	1	1	1	0	0	0	0	2	1	1	1	2	0	3	1	2	0	
ZNRF3	Q9ULT6	ENSP00000443824,ENSP00000384456,ENSP00000384553,ENSP00000328614,ENSP00000440667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
ZNRF2	Q8NHG8	ENSP00000323879,ENSP00000326497	1	4	6	2	6	0	4	1	1	0	0	0	3	0	3	3	0	0	4	0	3	4	3	3	5	2	3	0	0	1	
CBL	P22681,A0A0U1RR39,A0A0U1RRJ5,A0A0U1RQX8	ENSP00000264033,ENSP00000489218,ENSP00000489324,ENSP00000489556	1	2	1	0	0	2	1	1	0	1	1	0	2	0	0	0	0	0	0	1	2	3	0	1	0	0	0	0	0	0	
C10orf68	-	ENSP00000410889,ENSP00000364177	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GPX1	P07203,A0A087WUQ6	ENSP00000407375,ENSP00000391316,ENSP00000478837	20	23	17	22	14	25	20	20	29	31	35	20	14	15	18	12	19	21	16	19	38	46	51	47	42	14	47	20	26	18	
SLC22A5	O76082,H7BZC0,H7C1R8,H7BZF0,F8WCC9	ENSP00000245407,ENSP00000400553,ENSP00000388838,ENSP00000401860,ENSP00000389284,ENSP00000402760	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PRDM6	Q9NQX0,H7BZR2	ENSP00000384725,ENSP00000390919	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	
GPX2	P18283,G3V4J6,G3V323,A0A087WTS0,H0YJK8	ENSP00000450991,ENSP00000374265,ENSP00000451721,ENSP00000451844,ENSP00000478082	0	0	0	0	0	0	0	0	0	18	11	7	0	0	0	0	18	9	0	0	1	0	0	0	0	0	0	0	0	0	
GPX5	O75715	ENSP00000450365,ENSP00000449271,ENSP00000392398,ENSP00000419935	7	2	3	9	3	9	3	3	9	0	0	0	0	10	2	0	2	0	2	7	11	10	11	13	11	2	12	6	4	3	
GPX4	P36969,K7ERP4,K7EKX7,A0A087X247,R4GNE4,A0A0A0MTT1,K7EJ20,A0A087WT12,K7ENB4,A0A087X2I2	ENSP00000346103,ENSP00000466872,ENSP00000466872,ENSP00000466872,ENSP00000483655,ENSP00000465828,ENSP00000464989,ENSP00000464989,ENSP00000473614,ENSP00000484697,ENSP00000468349,ENSP00000467900,ENSP00000477503,ENSP00000485000	3	8	14	7	14	6	8	4	1	13	16	17	6	2	9	5	3	8	7	6	17	9	9	11	11	6	15	2	1	5	
GPX7	Q96SL4	ENSP00000354677	2	2	1	2	1	1	2	0	0	0	0	0	0	2	0	0	0	0	1	1	2	2	2	3	0	0	4	1	1	1	
MYBBP1A	Q9BQG0,I3L311,I3L2H8,I3L1L3	ENSP00000458919,ENSP00000254718,ENSP00000459692,ENSP00000460087,ENSP00000370968,ENSP00000392483	6	32	34	7	23	10	36	9	8	2	3	0	25	7	30	19	13	0	27	10	34	34	37	37	34	13	32	6	5	27	
EFCAB5	A4FU69,K7EJC3,C9J1E6,H0Y4M1,H0Y843	ENSP00000400023,ENSP00000392831,ENSP00000440619,ENSP00000378312,ENSP00000393095,ENSP00000417009,ENSP00000465109,ENSP00000409404,ENSP00000322003,ENSP00000378309,ENSP00000368012,ENSP00000443405,ENSP00000445575	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
GPX8	Q8TED1,E7ETY7,J3KNB5	ENSP00000423822,ENSP00000296734,ENSP00000427466	2	0	0	2	0	2	1	3	2	0	0	1	0	2	0	0	1	0	0	2	3	6	4	1	3	0	3	3	2	0	
EFCAB7	A8K855	ENSP00000360129	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FLNC	Q14315	ENSP00000327145,ENSP00000344002	130	29	36	156	33	164	42	119	153	1156	1277	2069	24	118	39	30	154	1852	38	134	146	180	163	158	142	52	172	105	113	39	
SLC22A9	Q8IVM8	ENSP00000440206,ENSP00000279178,ENSP00000311527	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EFCAB3	Q8N7B9,E5RJB7,E5RHB1	ENSP00000403932,ENSP00000302649,ENSP00000429124,ENSP00000428626	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
NPDC1	Q9NQX5,A0A087WYK7,Q5SPY9	ENSP00000360659,ENSP00000360660,ENSP00000481901	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RCAN1	P53805,E9PD55,E9PDJ2,V9GYW9	ENSP00000419624,ENSP00000417926,ENSP00000370524,ENSP00000419252,ENSP00000382214,ENSP00000320768,ENSP00000477155,ENSP00000392438,ENSP00000370527,ENSP00000477646	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
WDR34	Q96EX3,A2A3F8,A2A3F9	ENSP00000361800,ENSP00000411370,ENSP00000415421	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
LETM1	O95202	ENSP00000305653,ENSP00000411665	20	7	5	27	7	21	9	17	19	19	22	19	4	20	5	4	23	17	5	15	32	21	27	23	21	4	24	17	15	6	
SGOL2	Q562F6,C9JW92	ENSP00000393325,ENSP00000350447,ENSP00000386249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	
PLCL1	Q15111,H3BUD4,A0A0A0MT40,F8WAR2	ENSP00000402861,ENSP00000410488,ENSP00000457588,ENSP00000414138	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	
PRKCSH	P14314,K7EPW7,K7EIP3,K7ELL7,A0A0C4DGP4,K7EL27,K7EKX1,K7EJ70	ENSP00000465489,ENSP00000464835,ENSP00000467566,ENSP00000465889,ENSP00000465821,ENSP00000466134,ENSP00000465047,ENSP00000466012,ENSP00000465461,ENSP00000465948,ENSP00000252455,ENSP00000395616	36	44	47	39	46	51	40	19	46	62	61	63	36	53	41	34	29	55	29	41	93	77	91	89	82	45	79	29	32	45	
EVPL	Q92817,K7EQ87,K7EKI0	ENSP00000467717,ENSP00000301607,ENSP00000465630	0	2	1	1	1	0	2	0	0	0	1	0	3	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	
BRIX1	Q8TDN6	ENSP00000338862	0	9	8	2	0	4	7	1	1	2	2	0	4	1	11	4	2	0	2	2	10	11	10	10	12	2	11	1	3	9	
HIC1	Q14526,Q70SM2,K7ENQ1,V9GYA4,I3L388	ENSP00000461476,ENSP00000476554,ENSP00000460268,ENSP00000477858,ENSP00000467045,ENSP00000314080,ENSP00000382742	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HIC2	Q96JB3	ENSP00000385319,ENSP00000384889,ENSP00000387757	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	
CLN6	Q9NWW5,H3BUT1,H3BTY4,H3BUV4,H3BNF1	ENSP00000249806,ENSP00000457384,ENSP00000454818,ENSP00000457783,ENSP00000445770,ENSP00000457822,ENSP00000393826	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
IGKJ2	A0A0A0MT85	ENSP00000418768	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HFM1	A2PYH4,H0Y3X7,C9JA44,C9JQ07,C9JQP7	ENSP00000359454,ENSP00000387661,ENSP00000397369,ENSP00000388900,ENSP00000409827,ENSP00000359453,ENSP00000294696,ENSP00000359450,ENSP00000440351	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RBM12	Q9NTZ6,A6PVI0,Q5JX62,A6PVI1	ENSP00000363228,ENSP00000352668,ENSP00000363217,ENSP00000411036,ENSP00000392642,ENSP00000411692,ENSP00000339879	1	13	6	3	13	7	14	4	5	4	8	2	10	0	8	7	5	0	6	4	21	16	16	19	18	10	14	6	1	5	
ENSG00000169288	-	ENSP00000426575	0	3	1	0	3	0	2	0	0	1	0	1	2	1	1	2	2	0	1	0	2	2	4	2	1	1	3	0	0	3	
RBM10	P98175,A0A0A0MR66	ENSP00000366829,ENSP00000486115,ENSP00000329659,ENSP00000328848	0	4	2	0	4	1	5	0	0	2	1	0	7	0	3	3	2	0	2	0	4	8	6	4	5	2	5	0	0	4	
RBM17	Q96I25,H0Y6J6,Q5W012,Q5W010,Q5W011	ENSP00000369218,ENSP00000395448,ENSP00000408214,ENSP00000402303,ENSP00000406024,ENSP00000388638,ENSP00000361881	0	5	4	0	9	2	8	1	2	7	7	0	6	0	4	2	2	1	5	0	4	5	3	2	4	4	4	0	2	2	
RBM15	Q96T37,A0A087WWP4	ENSP00000358799,ENSP00000473638,ENSP00000473552,ENSP00000480399,ENSP00000483133	1	8	7	2	3	0	7	0	0	2	3	0	6	2	11	5	2	0	6	2	5	13	6	6	5	1	3	0	0	1	
RBM14	Q96PK6,B8ZZ74,F8WDX3	ENSP00000311747,ENSP00000377548,ENSP00000386518,ENSP00000414650,ENSP00000386995	10	42	40	16	28	15	30	14	13	11	13	2	21	8	38	24	16	0	22	13	33	53	39	42	48	21	42	8	9	18	
PARVB	Q9HBI1,A0A087WZB5,B0QYP8	ENSP00000384515,ENSP00000342492,ENSP00000393758,ENSP00000384353,ENSP00000482511,ENSP00000385331	1	0	0	2	2	5	1	2	2	2	1	1	1	3	1	0	3	1	0	3	3	4	4	3	3	0	3	3	3	1	
IGKJ4	A0A0A0MT69	ENSP00000417097	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RBM19	Q9Y4C8,H0YIL2	ENSP00000442053,ENSP00000376344,ENSP00000261741,ENSP00000449604	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
PARVA	J3KNQ4,E9PS97	ENSP00000334008,ENSP00000435860,ENSP00000438967,ENSP00000447198,ENSP00000442960	7	6	8	10	6	16	5	10	10	47	38	95	5	10	7	6	11	55	3	9	11	16	13	14	15	5	15	8	7	4	
PARVG	Q9HBI0,B0QYN0,B0QYM9,U3KQ67	ENSP00000391583,ENSP00000399839,ENSP00000407199,ENSP00000349378,ENSP00000475593,ENSP00000391453,ENSP00000416761,ENSP00000404148,ENSP00000416104	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MVP	Q14764,H3BPZ2,H3BNF2,H3BRL2,H3BUK7,H3BP76,H3BUP3,H3BNF6,H3BQE7,I3L155,H3BQK6	ENSP00000455819,ENSP00000349977,ENSP00000455741,ENSP00000455186,ENSP00000457734,ENSP00000454825,ENSP00000455532,ENSP00000454819,ENSP00000456291,ENSP00000457685,ENSP00000458583,ENSP00000378760,ENSP00000486166,ENSP00000457906,ENSP00000387916	60	0	7	105	10	106	1	52	94	82	109	95	2	87	8	0	77	95	2	79	64	69	96	80	82	0	84	83	72	0	
BEND7	Q8N7W2,A0A0A0MSS7	ENSP00000345773,ENSP00000401256,ENSP00000367868,ENSP00000380108,ENSP00000380107	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
BEND5	Q7L4P6	ENSP00000360899,ENSP00000294347	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ARVCF	O00192,E9PDC3,C9JJX6	ENSP00000263207,ENSP00000384341,ENSP00000384732,ENSP00000385444,ENSP00000342042	1	0	0	1	0	2	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RXRG	P48443,A0A087WZ88	ENSP00000352900,ENSP00000482458	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RXRB	P28702,A0A0G2JHI1,E9PK75,A0A0G2JKR7	ENSP00000372704,ENSP00000372703,ENSP00000431353,ENSP00000392937,ENSP00000393286,ENSP00000410468,ENSP00000435471,ENSP00000406246,ENSP00000393870,ENSP00000411238,ENSP00000433265,ENSP00000410433,ENSP00000402590,ENSP00000415199,ENSP00000434208,ENSP00000435434,ENSP00000389514,ENSP00000400104,ENSP00000402506,ENSP00000432690,ENSP00000411729,ENSP00000363817,ENSP00000363812,ENSP00000431369,ENSP00000448711,ENSP00000449125,ENSP00000447315,ENSP00000439222,ENSP00000415561,ENSP00000449621,ENSP00000446888,ENSP00000447039,ENSP00000448173,ENSP00000446672,ENSP00000450209,ENSP00000447135,ENSP00000448691,ENSP00000446618,ENSP00000449719,ENSP00000448236,ENSP00000447581,ENSP00000448491,ENSP00000450327,ENSP00000448552	0	1	0	0	2	0	1	0	0	1	0	0	1	0	1	1	1	0	2	0	1	2	0	1	1	2	2	0	0	0	
CCNYL1	Q8N7R7,H7BZD2,C9IYB8,H7C0P7	ENSP00000376045,ENSP00000399151,ENSP00000295414,ENSP00000342344,ENSP00000388992,ENSP00000396072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
MVD	P53602,H3BQ47,H3BRZ1,H3BP35,H3BVC4,A0A087WV85	ENSP00000301012,ENSP00000455131,ENSP00000458049,ENSP00000455602,ENSP00000456465,ENSP00000479264,ENSP00000367653	1	6	4	1	6	0	8	0	0	1	4	0	3	0	3	6	1	0	3	1	5	5	6	3	4	5	8	0	1	6	
ALDH9A1	P49189	ENSP00000346827,ENSP00000440026	21	37	58	37	52	32	48	29	24	58	63	46	30	32	43	38	29	33	39	29	62	73	82	70	69	39	79	26	25	64	
IGHV3-23	P01764	ENSP00000487761,ENSP00000375018	0	0	0	0	0	0	0	0	0	11	10	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	
MVK	Q03426,A0A0B4J236,F5H163,F5H8H2,F5H092,F5GXC0,F5H368	ENSP00000440379,ENSP00000438153,ENSP00000415555,ENSP00000439134,ENSP00000228510,ENSP00000445382,ENSP00000443978,ENSP00000376487,ENSP00000486846,ENSP00000443551,ENSP00000486804,ENSP00000439326,ENSP00000443182,LRG_156_t1_p1	1	0	0	2	1	1	0	2	0	5	0	0	1	2	1	0	1	0	1	2	1	2	2	2	0	0	3	2	1	0	
YAP1	P46937,H0YCI3	ENSP00000434134,ENSP00000282441,ENSP00000487519,ENSP00000431574,ENSP00000435602,ENSP00000431626,ENSP00000445635,ENSP00000478927,ENSP00000331023,ENSP00000441911	1	2	4	5	5	2	4	1	4	9	5	0	2	2	4	2	0	0	0	1	11	6	7	10	9	2	8	2	3	4	
ALK	Q9UM73,E7EPW7,A0A087WZL3,H7BZ33	ENSP00000373700,ENSP00000387488,ENSP00000414027,ENSP00000482733	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	
SUCLA2	Q9P2R7,A0A0U1RRI1,A0A0U1RQL1,A0A0U1RQU7,A0A0U1RQF8,Q5T9Q8,Q5T9Q5	ENSP00000489055,ENSP00000367923,ENSP00000489542,ENSP00000392771,ENSP00000415091,ENSP00000489175,ENSP00000488974,ENSP00000367912,ENSP00000438182,ENSP00000441056,ENSP00000443412,ENSP00000443210,ENSP00000367909,ENSP00000367898	3	3	2	12	7	5	5	8	6	17	31	17	3	6	4	4	9	19	2	9	5	11	8	7	6	3	7	6	2	2	
ALB	P02768,C9JKR2,A0A0C4DGB6,D6RHD5,H0YA55,A0A087WWT3,B7WNR0,D6RCE7,H7C013	ENSP00000295897,ENSP00000401820,ENSP00000423727,ENSP00000421027,ENSP00000422784,ENSP00000384695,ENSP00000426179,ENSP00000483421,ENSP00000480485,ENSP00000392541,ENSP00000331666,ENSP00000393831	118	130	177	290	189	203	67	183	434	3472	3377	4527	77	334	151	74	346	3033	60	135	573	413	363	243	226	72	319	150	157	125	
RELL1	Q8IUW5,D6RBN9	ENSP00000313385,ENSP00000398778,ENSP00000424031	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ABCA6	Q8N139	ENSP00000284425,ENSP00000466862,ENSP00000412875	2	2	0	3	2	1	2	2	0	1	0	0	2	0	0	3	0	1	1	2	2	3	0	7	4	0	3	0	0	0	
ABCA7	Q8IZY2,A0A087WUR5,H0YF58,A0A087WX86,E9PKG5,E9PL63,A0A087WZX6,H0YCN5	ENSP00000478857,ENSP00000431473,ENSP00000433545,ENSP00000414062,ENSP00000465322,ENSP00000437311,ENSP00000480811,ENSP00000432031,ENSP00000482948,ENSP00000263094,ENSP00000435949,ENSP00000433190	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
ABCA4	P78363,F6TT59	ENSP00000359245,ENSP00000439707,ENSP00000437902,ENSP00000443203,ENSP00000437682	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ABCA5	Q8WWZ7,A0A075B778,K7EQ50,K7EMV2,K7EPM3,K7ENF9,K7EJW6,K7EKS9	ENSP00000376443,ENSP00000467882,ENSP00000465766,ENSP00000467251,ENSP00000465351,ENSP00000467448,ENSP00000466931,ENSP00000467524,ENSP00000467815,ENSP00000466662,ENSP00000467672,ENSP00000376444	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
